バス停名,緯度,経度,バス停ID
窯元前（志摩町）,33.586499,130.121267,窯元前（志摩町）
芥屋,33.589282,130.11056,芥屋
大石,33.565739,130.18613,大石
道目木,33.561171,130.177875,道目木
相川,33.560289,130.169168,相川
梢,33.647526,130.214,梢
畑中,33.642467,130.224318,畑中
小浜,33.637159,130.225234,小浜
小田,33.633364,130.223903,小田
中間,33.63159,130.224412,中間
大原,33.612719,130.237605,大原
大原海水浴場前,33.611079,130.239977,大原海水浴場前
長浜,33.609513,130.243393,長浜
緑町（福岡市西区）,33.607404,130.251649,緑町（福岡市西区）
福祉村施設前,33.605993,130.25563,福祉村施設前
今津,33.603328,130.259779,今津
日赤入口,33.598199,130.265477,日赤入口
今津橋,33.59384,130.264927,今津橋
美浜,33.591617,130.264701,美浜
横浜一丁目,33.587095,130.265648,横浜一丁目
今宿市営住宅前,33.584649,130.267779,今宿市営住宅前
今宿駅前,33.579508,130.273575,今宿駅前
今宿横町,33.581909,130.2662065,今宿横町
北原東口,33.581639,130.260724,北原東口
横浜二丁目,33.587409,130.264147,横浜二丁目
玄洋中学校前,33.587012,130.261381,玄洋中学校前
上場営農センター前,33.49589,129.89867,上場営農センター前
上石室,33.50299,129.89134,上石室
城の元,33.50827,129.88828,城の元
下石室,33.51024,129.88765,下石室
野元,33.51307,129.87671,野元
在郷町,33.52306,129.87233,在郷町
イオン糸島店,33.580794,130.185758,イオン糸島店
交流プラザ志摩館北口,33.583851,130.183731,交流プラザ志摩館北口
雷山入口,33.510438,130.22281,雷山入口
高野公民館,33.513778,130.222859,高野公民館
三坂,33.520068,130.223046,三坂
三坂入口,33.523563,130.221622,三坂入口
夏目,33.526781,130.221522,夏目
香力台団地,33.529227,130.220909,香力台団地
香力,33.534371,130.21983,香力
雷山小学校前,33.538117,130.220141,雷山小学校前
糸島市運動公園西口,33.540225,130.220009,糸島市運動公園西口
有田中央,33.547752,130.212617,有田中央
前原中学校前,33.55216,130.207389,前原中学校前
雷山観音前,33.49552,130.230381,雷山観音前
迎野,33.502671,130.228089,迎野
藤坂橋,33.505018,130.225411,藤坂橋
東佐賀,33.2535935,130.3135135,東佐賀
七ツ川内,33.101735,130.023492,七ツ川内
下吉田,33.101879,130.019209,下吉田
下永尾,33.105829,130.017292,下永尾
広瀬橋,33.109331,130.015585,広瀬橋
飯盛,33.110994,130.010748,飯盛
下野,33.109592,130.009122,下野
下野公民館前,33.1069783,130.005417,下野公民館前
羽白越,33.105034,130.003942,羽白越
井手川内,33.1017155,129.9987074,井手川内
築城,33.1044797,129.9944722,築城
温泉四区,33.102277,129.992193,温泉四区
昭和通り,33.1008351,129.9898415,昭和通り
嬉野市役所前,33.100132,129.988177,嬉野市役所前
ユースポ入口,33.0986534,129.9849477,ユースポ入口
嬉野温泉バスセンター,33.096185,129.98176,嬉野温泉バスセンター
湯の田,33.095585,129.97879,湯の田
嬉野小学校前,33.1026775,129.9860795,嬉野小学校前
嬉野中学校前,33.108633,129.98664,嬉野中学校前
久保田宿,33.2491045,130.2276375,久保田宿
せとぐち内科前,33.248699,130.225456,せとぐち内科前
十丁畷手,33.247319,130.2166695,十丁畷手
芦刈町分,33.2471865,130.2116495,芦刈町分
牛津本町,33.2479695,130.208567,牛津本町
牛津駅前,33.2495265,130.201123,牛津駅前
牛津新町,33.24768,130.195366,牛津新町
砥川町,33.2454045,130.1894815,砥川町
砥川新宿,33.240943,130.184699,砥川新宿
砥川小学校前,33.2326385,130.181078,砥川小学校前
蒲原,33.22673,130.179081,蒲原
佐留志,33.22131,130.1706455,佐留志
江北駅前,33.2196975,130.160731,江北駅前
江北学校入口,33.214497,130.1547435,江北学校入口
千反松,33.207143,130.150432,千反松
八丁,33.2009895,130.1463735,八丁
下小田,33.198304,130.143583,下小田
六角橋,33.1938115,130.140779,六角橋
白石,33.1871135,130.141063,白石
白石中町,33.1829585,130.140245,白石中町
廿治町,33.179232,130.139334,廿治町
白石中学校前,33.1741445,130.137608,白石中学校前
干拓道,33.169444,130.135553,干拓道
大井,33.1670225,130.1344845,大井
柳橋,33.1619265,130.1317465,柳橋
廻里津,33.1546605,130.1253655,廻里津
廻里江橋,33.150979,130.123722,廻里江橋
竜王駅前,33.146928,130.1221645,竜王駅前
竜王崎,33.1367905,130.123026,竜王崎
深浦,33.1337045,130.1127425,深浦
百貫,33.1330125,130.1095295,百貫
井手,33.1263,130.1027845,井手
新篭入口,33.124204,130.101084,新篭入口
乙丸東,33.119658,130.0984785,乙丸東
鹿島本町東,33.116684,130.0973455,鹿島本町東
肥前鹿島駅前,33.114015,130.096815,肥前鹿島駅前
中牟田,33.11057,130.097314,中牟田
中川,33.1075505,130.097817,中川
小舟津,33.104365,130.101997,小舟津
鹿島農協入口,33.102546,130.1058365,鹿島農協入口
しめご橋,33.100433,130.1080805,しめご橋
石木津,33.097801,130.1086395,石木津
浜三ツ角西,33.095703,130.111741,浜三ツ角西
浜三ツ角,33.0950935,130.1124895,浜三ツ角
工場団地入口,33.0933195,130.111172,工場団地入口
大村方,33.090331,130.1101575,大村方
古枝小学校前,33.0824535,130.108789,古枝小学校前
祐徳神社前,33.078148,130.109037,祐徳神社前
肥前鹿島駅前,33.11397,130.09692,肥前鹿島駅前
鹿島新町,33.111499,130.095208,鹿島新町
公園入口,33.1096257,130.0948653,公園入口
西牟田,33.11009,130.0885465,西牟田
鹿島総合庁舎前,33.10998,130.087047,鹿島総合庁舎前
黒川,33.105579,130.0842315,黒川
伏原入口,33.100438,130.080189,伏原入口
浅浦入口,33.0977215,130.0765375,浅浦入口
平山,33.0994425,130.069891,平山
塩田分岐,33.1002905,130.0649905,塩田分岐
八天社前,33.09959,130.057314,八天社前
北山,33.0986825,130.0521765,北山
鳥越,33.099861,130.043444,鳥越
東吉田下,33.09224,130.0275345,東吉田下
東吉田,33.089314,130.026054,東吉田
納戸料,33.087106,130.020418,納戸料
羽口坂,33.082113,130.0191665,羽口坂
上皿屋,33.083039,130.016138,上皿屋
下皿屋,33.084872,130.015828,下皿屋
西吉田入口,33.0873215,130.014458,西吉田入口
西吉田下山,33.089511,130.009369,西吉田下山
兎鹿野入口,33.095578,130.003126,兎鹿野入口
中山,33.098143,130.001567,中山
嬉野医療センター,33.10546,129.9974,嬉野医療センター
嬉野温泉駅,33.10651,129.99863,嬉野温泉駅
嬉野老人福祉センター前,33.0982925,129.980257,嬉野老人福祉センター前
浅浦,33.093109,130.069421,浅浦
幸通り,33.108855,130.096163,幸通り
道場前,33.107052,130.095486,道場前
鹿島小学校前,33.103838,130.09493,鹿島小学校前
体育館前,33.10184,130.093646,体育館前
西部中学校前,33.0985325,130.093273,西部中学校前
辻宿,33.094189,130.093062,辻宿
農協前,33.093258,130.091428,農協前
川原入口,33.091764,130.0884235,川原入口
能古見小学校前,33.0887265,130.083052,能古見小学校前
大木庭入口,33.086041,130.077976,大木庭入口
大木庭,33.084556,130.074646,大木庭
高仙寺,33.083466,130.071802,高仙寺
三河内,33.0780895,130.0673465,三河内
三獄神社前,33.076861,130.066741,三獄神社前
東木庭,33.074414,130.065626,東木庭
山下入口,33.069714,130.063146,山下入口
山下,33.066078,130.060924,山下
平原,33.061766,130.057833,平原
掛橋入口,33.060956,130.057179,掛橋入口
早の瀬,33.054891,130.051646,早の瀬
大野,33.041737,130.044807,大野
金立サービスエリア,33.329569,130.310463,金立サービスエリア
基山パーキングエリア,33.440911,130.53133,基山パーキングエリア
博多バスターミナル,33.59148,130.4198,博多バスターミナル
WILLERバスターミナル大阪梅田,34.70541,135.4907,WILLERバスターミナル大阪梅田
ユニバーサル・スタジオ・ジャパン,34.669151,135.432748,ユニバーサル・スタジオ・ジャパン
浜駅前,33.094164,130.115658,浜駅前
肥前浜宿前,33.092097,130.118586,肥前浜宿前
浜崎,33.089754,130.1217405,浜崎
新方,33.0881105,130.1281145,新方
西葉,33.08747,130.1329545,西葉
琵琶岬橋,33.0843435,130.136116,琵琶岬橋
塩屋橋,33.0801835,130.13918,塩屋橋
宮道,33.078441,130.142861,宮道
道の駅鹿島前,33.0758855,130.1450685,道の駅鹿島前
音成,33.072071,130.1460865,音成
七浦郵便局前,33.069523,130.1490395,七浦郵便局前
七浦小学校入口,33.067151,130.150278,七浦小学校入口
矢の浦,33.063543,130.154478,矢の浦
飯田,33.0557475,130.1603195,飯田
江福,33.052672,130.16573,江福
道の駅太良前,33.0475145,130.168719,道の駅太良前
伊福,33.0431065,130.169851,伊福
江岡,33.0384215,130.1712385,江岡
太良高校正門前,33.034696,130.170138,太良高校正門前
多良栄町・海中鳥居前,33.031823,130.1753125,多良栄町・海中鳥居前
球場前,33.0283865,130.1774525,球場前
太良病院前,33.0260025,130.178258,太良病院前
多良駅前,33.0254945,130.1775475,多良駅前
農協集荷所前,33.024469,130.177265,農協集荷所前
油津,33.023047,130.178039,油津
太良役場前,33.019247,130.1786015,太良役場前
糸岐本町,33.0156325,130.180726,糸岐本町
陣内,33.01371,130.182151,陣内
亀崎,33.011256,130.185991,亀崎
破瀬の浦,32.999428,130.187235,破瀬の浦
休石,32.991226,130.190968,休石
里,32.988876,130.193355,里
野上,32.988902,130.204326,野上
亀の浦入口,32.97895,130.2086165,亀の浦入口
大浦駅前,32.975284,130.2068545,大浦駅前
風配登山口,32.9726023,130.2050233,風配登山口
竹崎入口,32.9689007,130.203851,竹崎入口
コロニー入口,32.96602,130.205343,コロニー入口
道越,32.961151,130.216841,道越
道越環境広場,32.963577,130.222779,道越環境広場
観世音横,32.956982,130.221008,観世音横
竹崎港,32.955407,130.220234,竹崎港
鹿島市役所・エイブル前,33.1043785,130.0991035,鹿島市役所・エイブル前
末光,33.0988265,130.100978,末光
ララベル前,33.0982595,130.1017515,ララベル前
ドラモリ・コメリ前,33.0991145,130.105674,ドラモリ・コメリ前
東山公園入口,33.074433,130.10938,東山公園入口
鮒越入口,33.072628,130.109077,鮒越入口
公民分館前,33.068802,130.108959,公民分館前
上古枝,33.064977,130.108088,上古枝
中尾,33.05728,130.108483,中尾
永田,33.054215,130.109569,永田
上中尾,33.050154,130.110928,上中尾
藤の瀬,33.040158,130.112786,藤の瀬
日当山,33.0361,130.110007,日当山
小畑,33.033602,130.108907,小畑
赤岩,33.029669,130.104349,赤岩
奥山,33.024555,130.098663,奥山
久保山,33.0886025,130.105534,久保山
誕生院前,33.096359,130.1029125,誕生院前
執行分,33.101593,130.1020155,執行分
泉通り,33.1044285,130.1009765,泉通り
嬉野高校前,33.1074095,129.997487,嬉野高校前
今寺,33.109634,129.9997935,今寺
一位原,33.117886,130.001474,一位原
三坂,33.1224445,129.9987085,三坂
長谷,33.12829,129.9946595,長谷
小田志口,33.1298685,129.992274,小田志口
日出城,33.1358625,129.987937,日出城
弓野,33.137309,129.982034,弓野
弓野橋,33.138355,129.9786735,弓野橋
宮の前,33.147246,129.975869,宮の前
上高瀬,33.151638,129.973977,上高瀬
犬走峠,33.16488,129.9678715,犬走峠
犬走公民館前,33.171086,129.969297,犬走公民館前
中郷,33.174373,129.970157,中郷
寺の前,33.17744,129.97156,寺の前
踊瀬入口,33.180287,129.973775,踊瀬入口
山内東小学校前,33.1931305,129.9640435,山内東小学校前
岩井手,33.1961033,129.962736,岩井手
茅場,33.195998,129.9605515,茅場
草場前,33.195304,129.954615,草場前
三間坂,33.194918,129.951232,三間坂
三間坂駅前,33.194944,129.948124,三間坂駅前
日出城西,33.136877,129.987112,日出城西
西川登小学校前,33.138078,129.971937,西川登小学校前
庭木,33.137951,129.966929,庭木
神六,33.14155,129.958311,神六
上神六,33.1418855,129.954262,上神六
矢筈入口,33.141351,129.948997,矢筈入口
矢筈,33.154726,129.944592,矢筈
鹿島本町西,33.116411,130.095235,鹿島本町西
乙丸西,33.119632,130.096811,乙丸西
貝の橋,33.122411,130.091575,貝の橋
五の宮,33.1221005,130.0855045,五の宮
大牟田,33.1233915,130.079248,大牟田
真崎,33.124392,130.072127,真崎
五町田,33.1256795,130.0627875,五町田
嬉野市役所塩田庁舎前,33.127742,130.0592013,嬉野市役所塩田庁舎前
下野辺田,33.128165,130.0509715,下野辺田
塩田小学校前,33.126396,130.043564,塩田小学校前
宮の元,33.1268985,130.039884,宮の元
美野入口,33.1302875,130.0325705,美野入口
塩吹,33.1325435,130.0306145,塩吹
橋山入口,33.1364585,130.024631,橋山入口
万才,33.1353925,130.0154625,万才
蛍橋,33.129917,130.006838,蛍橋
五代,33.128153,130.004701,五代
式浪入口,33.1247035,130.002917,式浪入口
小倉駅新幹線口,33.888101,130.884225,小倉駅新幹線口
バスステーション広島駅北口,34.400833,132.475203,バスステーション広島駅北口
踊瀬ダム前,33.185802,129.988034,踊瀬ダム前
下山入口,33.1840725,129.9945835,下山入口
谷口眼科前,33.185401,129.997831,谷口眼科前
上西山,33.1867295,130.0011015,上西山
若葉台入口,33.1882725,130.0047515,若葉台入口
武雄警察署前,33.1899145,130.009774,武雄警察署前
御船ヶ丘小学校前,33.187339,130.0267675,御船ヶ丘小学校前
踊瀬,33.190837,129.983246,踊瀬
永尾駅前,33.1935035,129.9806285,永尾駅前
小六川,33.196892,129.968907,小六川
下西山車庫,33.189196,130.01047,下西山車庫
武雄総合庁舎前,33.195468,130.0287875,武雄総合庁舎前
新武雄病院前,33.197756,130.034369,新武雄病院前
アクロスプラザ,33.198338,130.033252,アクロスプラザ
武雄中学校裏,33.201833,130.026388,武雄中学校裏
水道公園前,33.20116,130.023856,水道公園前
川良東,33.203644,130.021606,川良東
円応寺馬場,33.204764,130.0183795,円応寺馬場
赤穂山,33.216092,130.001025,赤穂山
本谷入口,33.215237,129.99454,本谷入口
一軒茶屋,33.214687,129.98318,一軒茶屋
長谷入口,33.215406,129.980131,長谷入口
宇土谷,33.218189,129.977747,宇土谷
上古賀,33.220914,129.976281,上古賀
